N,rho_ent,P_ent,w_ent,conservation_residual
-1.3900000000e+00,7.0000535290e-04,-6.8581083668e-04,-9.7972227475e-01,-6.3367925539e-08
-1.3800000000e+00,6.9958017844e-04,-6.8542970424e-04,-9.7977290574e-01,-6.3209692883e-08
-1.3700000000e+00,6.9915632287e-04,-6.8504973262e-04,-9.7982341032e-01,-6.3051869573e-08
-1.3600000000e+00,6.9873378146e-04,-6.8467091780e-04,-9.7987378880e-01,-6.2894441606e-08
-1.3500000000e+00,6.9831254948e-04,-6.8429325571e-04,-9.7992404148e-01,-6.2737383573e-08
-1.3400000000e+00,6.9789262227e-04,-6.8391674235e-04,-9.7997416870e-01,-6.2580754086e-08
-1.3300000000e+00,6.9747399514e-04,-6.8354137370e-04,-9.8002417075e-01,-6.2424479752e-08
-1.3200000000e+00,6.9705666344e-04,-6.8316714578e-04,-9.8007404795e-01,-6.2268626977e-08
-1.3100000000e+00,6.9664062254e-04,-6.8279405462e-04,-9.8012380061e-01,-6.2113142456e-08
-1.3000000000e+00,6.9622586783e-04,-6.8242209626e-04,-9.8017342905e-01,-6.1958034529e-08
-1.2900000000e+00,6.9581239471e-04,-6.8205126676e-04,-9.8022293357e-01,-6.1803337045e-08
-1.2800000000e+00,6.9540019863e-04,-6.8168156220e-04,-9.8027231448e-01,-6.1649025260e-08
-1.2700000000e+00,6.9498927501e-04,-6.8131297867e-04,-9.8032157210e-01,-6.1495109928e-08
-1.2600000000e+00,6.9457961934e-04,-6.8094551229e-04,-9.8037070672e-01,-6.1341555203e-08
-1.2500000000e+00,6.9417122709e-04,-6.8057915917e-04,-9.8041971867e-01,-6.1188417139e-08
-1.2400000000e+00,6.9376409377e-04,-6.8021391546e-04,-9.8046860823e-01,-6.1035627358e-08
-1.2300000000e+00,6.9335821490e-04,-6.7984977731e-04,-9.8051737573e-01,-6.0883221381e-08
-1.2200000000e+00,6.9295358603e-04,-6.7948674091e-04,-9.8056602145e-01,-6.0731210415e-08
-1.2100000000e+00,6.9255020272e-04,-6.7912480243e-04,-9.8061454572e-01,-6.0579543291e-08
-1.2000000000e+00,6.9214806054e-04,-6.7876395808e-04,-9.8066294883e-01,-6.0428333129e-08
-1.1900000000e+00,6.9174715511e-04,-6.7840420408e-04,-9.8071123108e-01,-6.0277421290e-08
-1.1800000000e+00,6.9134748202e-04,-6.7804553666e-04,-9.8075939277e-01,-6.0126912234e-08
-1.1700000000e+00,6.9094903693e-04,-6.7768795209e-04,-9.8080743421e-01,-5.9976783880e-08
-1.1600000000e+00,6.9055181549e-04,-6.7733144661e-04,-9.8085535570e-01,-5.9827022447e-08
-1.1500000000e+00,6.9015581336e-04,-6.7697601652e-04,-9.8090315753e-01,-5.9677675246e-08
-1.1400000000e+00,6.8976102624e-04,-6.7662165810e-04,-9.8095084001e-01,-5.9528633245e-08
-1.1300000000e+00,6.8936744985e-04,-6.7626836768e-04,-9.8099840343e-01,-5.9379991695e-08
-1.1200000000e+00,6.8897507989e-04,-6.7591614157e-04,-9.8104584809e-01,-5.9231744946e-08
-1.1100000000e+00,6.8858391213e-04,-6.7556497612e-04,-9.8109317429e-01,-5.9083881551e-08
-1.1000000000e+00,6.8819394232e-04,-6.7521486768e-04,-9.8114038232e-01,-5.8936344902e-08
-1.0900000000e+00,6.8780516625e-04,-6.7486581263e-04,-9.8118747248e-01,-5.8789171399e-08
-1.0800000000e+00,6.8741757971e-04,-6.7451780735e-04,-9.8123444506e-01,-5.8642364277e-08
-1.0700000000e+00,6.8703117852e-04,-6.7417084824e-04,-9.8128130035e-01,-5.8495941625e-08
-1.0600000000e+00,6.8664595851e-04,-6.7382493171e-04,-9.8132803865e-01,-5.8349899329e-08
-1.0500000000e+00,6.8626191553e-04,-6.7348005420e-04,-9.8137466026e-01,-5.8204215087e-08
-1.0400000000e+00,6.8587904545e-04,-6.7313621214e-04,-9.8142116545e-01,-5.8058899431e-08
-1.0300000000e+00,6.8549734416e-04,-6.7279340201e-04,-9.8146755452e-01,-5.7913911632e-08
-1.0200000000e+00,6.8511680756e-04,-6.7245162026e-04,-9.8151382777e-01,-5.7769298525e-08
-1.0100000000e+00,6.8473743157e-04,-6.7211086339e-04,-9.8155998548e-01,-5.7625066677e-08
-1.0000000000e+00,6.8435921212e-04,-6.7177112789e-04,-9.8160602794e-01,-5.7481188656e-08
-9.9000000000e-01,6.8398214517e-04,-6.7143241029e-04,-9.8165195544e-01,-5.7337650801e-08
-9.8000000000e-01,6.8360622668e-04,-6.7109470710e-04,-9.8169776826e-01,-5.7194461563e-08
-9.7000000000e-01,6.8323145266e-04,-6.7075801488e-04,-9.8174346669e-01,-5.7051698199e-08
-9.6000000000e-01,6.8285781909e-04,-6.7042233018e-04,-9.8178905102e-01,-5.6909248369e-08
-9.5000000000e-01,6.8248532200e-04,-6.7008764958e-04,-9.8183452153e-01,-5.6767123939e-08
-9.4000000000e-01,6.8211395742e-04,-6.6975396964e-04,-9.8187987851e-01,-5.6625379878e-08
-9.3000000000e-01,6.8174372142e-04,-6.6942128699e-04,-9.8192512223e-01,-5.6483984649e-08
-9.2000000000e-01,6.8137461005e-04,-6.6908959821e-04,-9.8197025299e-01,-5.6343003860e-08
-9.1000000000e-01,6.8100661941e-04,-6.6875889995e-04,-9.8201527106e-01,-5.6202294083e-08
-9.0000000000e-01,6.8063974559e-04,-6.6842918884e-04,-9.8206017673e-01,-5.6061953226e-08
-8.9000000000e-01,6.8027398471e-04,-6.6810046153e-04,-9.8210497027e-01,-5.5922014054e-08
-8.8000000000e-01,6.7990933291e-04,-6.6777271469e-04,-9.8214965197e-01,-5.5782361653e-08
-8.7000000000e-01,6.7954578634e-04,-6.6744594500e-04,-9.8219422211e-01,-5.5643092384e-08
-8.6000000000e-01,6.7918334115e-04,-6.6712014914e-04,-9.8223868095e-01,-5.5504120883e-08
-8.5000000000e-01,6.7882199354e-04,-6.6679532383e-04,-9.8228302879e-01,-5.5365539951e-08
-8.4000000000e-01,6.7846173971e-04,-6.6647146578e-04,-9.8232726590e-01,-5.5227315408e-08
-8.3000000000e-01,6.7810257585e-04,-6.6614857173e-04,-9.8237139256e-01,-5.5089423259e-08
-8.2000000000e-01,6.7774449820e-04,-6.6582663842e-04,-9.8241540903e-01,-5.4951900488e-08
-8.1000000000e-01,6.7738750301e-04,-6.6550566261e-04,-9.8245931560e-01,-5.4814627629e-08
-8.0000000000e-01,6.7703158654e-04,-6.6518564106e-04,-9.8250311254e-01,-5.4677778867e-08
-7.9000000000e-01,6.7667674505e-04,-6.6486657057e-04,-9.8254680013e-01,-5.4541292822e-08
-7.8000000000e-01,6.7632297483e-04,-6.6454844792e-04,-9.8259037863e-01,-5.4405100869e-08
-7.7000000000e-01,6.7597027220e-04,-6.6423126993e-04,-9.8263384833e-01,-5.4269220673e-08
-7.6000000000e-01,6.7561863347e-04,-6.6391503341e-04,-9.8267720948e-01,-5.4133716731e-08
-7.5000000000e-01,6.7526805498e-04,-6.6359973521e-04,-9.8272046237e-01,-5.3998572828e-08
-7.4000000000e-01,6.7491853307e-04,-6.6328537217e-04,-9.8276360726e-01,-5.3863740794e-08
-7.3000000000e-01,6.7457006411e-04,-6.6297194114e-04,-9.8280664442e-01,-5.3729279012e-08
-7.2000000000e-01,6.7422264449e-04,-6.6265943900e-04,-9.8284957413e-01,-5.3595092017e-08
-7.1000000000e-01,6.7387627059e-04,-6.6234786264e-04,-9.8289239664e-01,-5.3461288715e-08
-7.0000000000e-01,6.7353093882e-04,-6.6203720894e-04,-9.8293511223e-01,-5.3327789719e-08
-6.9000000000e-01,6.7318664560e-04,-6.6172747482e-04,-9.8297772117e-01,-5.3194597817e-08
-6.8000000000e-01,6.7284338738e-04,-6.6141865719e-04,-9.8302022372e-01,-5.3061803590e-08
-6.7000000000e-01,6.7250116061e-04,-6.6111075300e-04,-9.8306262014e-01,-5.2929323341e-08
-6.6000000000e-01,6.7215996175e-04,-6.6080375918e-04,-9.8310491071e-01,-5.2797214906e-08
-6.5000000000e-01,6.7181978729e-04,-6.6049767269e-04,-9.8314709568e-01,-5.2665372140e-08
-6.4000000000e-01,6.7148063371e-04,-6.6019249050e-04,-9.8318917531e-01,-5.2533840798e-08
-6.3000000000e-01,6.7114249753e-04,-6.5988820959e-04,-9.8323114989e-01,-5.2402690263e-08
-6.2000000000e-01,6.7080537528e-04,-6.5958482695e-04,-9.8327301965e-01,-5.2271796183e-08
-6.1000000000e-01,6.7046926348e-04,-6.5928233959e-04,-9.8331478488e-01,-5.2141288912e-08
-6.0000000000e-01,6.7013415870e-04,-6.5898074452e-04,-9.8335644582e-01,-5.2011160441e-08
-5.9000000000e-01,6.6980005749e-04,-6.5868003876e-04,-9.8339800273e-01,-5.1881267123e-08
-5.8000000000e-01,6.6946695644e-04,-6.5838021937e-04,-9.8343945589e-01,-5.1751691550e-08
-5.7000000000e-01,6.6913485213e-04,-6.5808128339e-04,-9.8348080554e-01,-5.1622480457e-08
-5.6000000000e-01,6.6880374118e-04,-6.5778322788e-04,-9.8352205195e-01,-5.1493604991e-08
-5.5000000000e-01,6.6847362021e-04,-6.5748604991e-04,-9.8356319537e-01,-5.1365054148e-08
-5.4000000000e-01,6.6814448584e-04,-6.5718974657e-04,-9.8360423606e-01,-5.1236795411e-08
-5.3000000000e-01,6.6781633474e-04,-6.5689431496e-04,-9.8364517427e-01,-5.1108824776e-08
-5.2000000000e-01,6.6748916355e-04,-6.5659975219e-04,-9.8368601027e-01,-5.0981214514e-08
-5.1000000000e-01,6.6716296895e-04,-6.5630605536e-04,-9.8372674430e-01,-5.0853941211e-08
-5.0000000000e-01,6.6683774763e-04,-6.5601322163e-04,-9.8376737663e-01,-5.0726979881e-08
-4.9000000000e-01,6.6651349629e-04,-6.5572124811e-04,-9.8380790751e-01,-5.0600307645e-08
-4.8000000000e-01,6.6619021165e-04,-6.5543013197e-04,-9.8384833718e-01,-5.0473952497e-08
-4.7000000000e-01,6.6586789042e-04,-6.5513987038e-04,-9.8388866590e-01,-5.0347956165e-08
-4.6000000000e-01,6.6554652936e-04,-6.5485046049e-04,-9.8392889393e-01,-5.0222242948e-08
-4.5000000000e-01,6.6522612521e-04,-6.5456189951e-04,-9.8396902152e-01,-5.0096802956e-08
-4.4000000000e-01,6.6490667474e-04,-6.5427418463e-04,-9.8400904891e-01,-4.9971742209e-08
-4.3000000000e-01,6.6458817473e-04,-6.5398731304e-04,-9.8404897636e-01,-4.9846974458e-08
-4.2000000000e-01,6.6427062197e-04,-6.5370128198e-04,-9.8408880411e-01,-4.9722494587e-08
-4.1000000000e-01,6.6395401327e-04,-6.5341608867e-04,-9.8412853242e-01,-4.9598337229e-08
-4.0000000000e-01,6.6363834544e-04,-6.5313173035e-04,-9.8416816153e-01,-4.9474493294e-08
-3.9000000000e-01,6.6332361531e-04,-6.5284820427e-04,-9.8420769169e-01,-4.9351003409e-08
-3.8000000000e-01,6.6300981972e-04,-6.5256550769e-04,-9.8424712315e-01,-4.9227784633e-08
-3.7000000000e-01,6.6269695554e-04,-6.5228363788e-04,-9.8428645616e-01,-4.9104857854e-08
-3.6000000000e-01,6.6238501962e-04,-6.5200259212e-04,-9.8432569096e-01,-4.8982218170e-08
-3.5000000000e-01,6.6207400885e-04,-6.5172236771e-04,-9.8436482779e-01,-4.8859884694e-08
-3.4000000000e-01,6.6176392012e-04,-6.5144296194e-04,-9.8440386690e-01,-4.8737948899e-08
-3.3000000000e-01,6.6145475033e-04,-6.5116437213e-04,-9.8444280853e-01,-4.8616269448e-08
-3.2000000000e-01,6.6114649640e-04,-6.5088659561e-04,-9.8448165294e-01,-4.8494830478e-08
-3.1000000000e-01,6.6083915526e-04,-6.5060962971e-04,-9.8452040035e-01,-4.8373747889e-08
-3.0000000000e-01,6.6053272385e-04,-6.5033347176e-04,-9.8455905102e-01,-4.8253005910e-08
-2.9000000000e-01,6.6022719912e-04,-6.5005811913e-04,-9.8459760518e-01,-4.8132506855e-08
-2.8000000000e-01,6.5992257804e-04,-6.4978356917e-04,-9.8463606307e-01,-4.8012297457e-08
-2.7000000000e-01,6.5961885759e-04,-6.4950981927e-04,-9.8467442494e-01,-4.7892440659e-08
-2.6000000000e-01,6.5931603474e-04,-6.4923686681e-04,-9.8471269103e-01,-4.7772841662e-08
-2.5000000000e-01,6.5901410651e-04,-6.4896470917e-04,-9.8475086156e-01,-4.7653563741e-08
-2.4000000000e-01,6.5871306991e-04,-6.4869334377e-04,-9.8478893680e-01,-4.7534610886e-08
-2.3000000000e-01,6.5841292195e-04,-6.4842276801e-04,-9.8482691696e-01,-4.7415931820e-08
-2.2000000000e-01,6.5811365968e-04,-6.4815297933e-04,-9.8486480229e-01,-4.7297513427e-08
-2.1000000000e-01,6.5781528015e-04,-6.4788397515e-04,-9.8490259303e-01,-4.7179385142e-08
-2.0000000000e-01,6.5751778041e-04,-6.4761575292e-04,-9.8494028940e-01,-4.7061624230e-08
-1.9000000000e-01,6.5722115753e-04,-6.4734831009e-04,-9.8497789166e-01,-4.6944092016e-08
-1.8000000000e-01,6.5692540859e-04,-6.4708164413e-04,-9.8501540002e-01,-4.6826883995e-08
-1.7000000000e-01,6.5663053069e-04,-6.4681575250e-04,-9.8505281474e-01,-4.6709978843e-08
-1.6000000000e-01,6.5633652093e-04,-6.4655063269e-04,-9.8509013603e-01,-4.6593329923e-08
-1.5000000000e-01,6.5604337644e-04,-6.4628628219e-04,-9.8512736413e-01,-4.6477005529e-08
-1.4000000000e-01,6.5575109432e-04,-6.4602269850e-04,-9.8516449929e-01,-4.6360968460e-08
-1.3000000000e-01,6.5545967174e-04,-6.4575987913e-04,-9.8520154171e-01,-4.6245216268e-08
-1.2000000000e-01,6.5516910582e-04,-6.4549782160e-04,-9.8523849165e-01,-4.6129694786e-08
-1.1000000000e-01,6.5487939374e-04,-6.4523652344e-04,-9.8527534933e-01,-4.6014525135e-08
-1.0000000000e-01,6.5459053266e-04,-6.4497598218e-04,-9.8531211498e-01,-4.5899653460e-08
-9.0000000000e-02,6.5430251977e-04,-6.4471619539e-04,-9.8534878883e-01,-4.5785076334e-08
-8.0000000000e-02,6.5401535226e-04,-6.4445716061e-04,-9.8538537112e-01,-4.5670756559e-08
-7.0000000000e-02,6.5372902734e-04,-6.4419887540e-04,-9.8542186206e-01,-4.5556671921e-08
-6.0000000000e-02,6.5344354222e-04,-6.4394133735e-04,-9.8545826188e-01,-4.5442953442e-08
-5.0000000000e-02,6.5315889413e-04,-6.4368454405e-04,-9.8549457082e-01,-4.5329487983e-08
-4.0000000000e-02,6.5287508030e-04,-6.4342849307e-04,-9.8553078910e-01,-4.5216280199e-08
-3.0000000000e-02,6.5259209798e-04,-6.4317318203e-04,-9.8556691695e-01,-4.5103410819e-08
-2.0000000000e-02,6.5230994443e-04,-6.4291860854e-04,-9.8560295459e-01,-4.4990774474e-08
-1.0000000000e-02,6.5202861692e-04,-6.4266477021e-04,-9.8563890225e-01,-4.4878440325e-08
0.0000000000e+00,6.5174811272e-04,-6.4241166469e-04,-9.8567476016e-01,-4.4766388957e-08
1.0000000000e-02,6.5146842913e-04,-6.4215928960e-04,-9.8571052853e-01,-4.4654604819e-08
2.0000000000e-02,6.5118956345e-04,-6.4190764259e-04,-9.8574620759e-01,-4.4543126319e-08
3.0000000000e-02,6.5091151299e-04,-6.4165672133e-04,-9.8578179756e-01,-4.4431915945e-08
4.0000000000e-02,6.5063427506e-04,-6.4140652346e-04,-9.8581729868e-01,-4.4320953040e-08
5.0000000000e-02,6.5035784700e-04,-6.4115704668e-04,-9.8585271114e-01,-4.4210283226e-08
6.0000000000e-02,6.5008222616e-04,-6.4090828866e-04,-9.8588803519e-01,-4.4099932275e-08
7.0000000000e-02,6.4980740987e-04,-6.4066024709e-04,-9.8592327104e-01,-4.3989778833e-08
8.0000000000e-02,6.4953339551e-04,-6.4041291967e-04,-9.8595841891e-01,-4.3879957452e-08
9.0000000000e-02,6.4926018045e-04,-6.4016630411e-04,-9.8599347902e-01,-4.3770417520e-08
1.0000000000e-01,6.4898776206e-04,-6.3992039812e-04,-9.8602845159e-01,-4.3661063105e-08
1.1000000000e-01,6.4871613774e-04,-6.3967519944e-04,-9.8606333684e-01,-4.3552065510e-08
1.2000000000e-01,6.4844530490e-04,-6.3943070579e-04,-9.8609813498e-01,-4.3443379782e-08
1.3000000000e-01,6.4817526093e-04,-6.3918691492e-04,-9.8613284623e-01,-4.3334882238e-08
1.4000000000e-01,6.4790600328e-04,-6.3894382458e-04,-9.8616747082e-01,-4.3226641259e-08
1.5000000000e-01,6.4763752936e-04,-6.3870143253e-04,-9.8620200895e-01,-4.3118743014e-08
1.6000000000e-01,6.4736983662e-04,-6.3845973652e-04,-9.8623646085e-01,-4.3011073696e-08
1.7000000000e-01,6.4710292250e-04,-6.3821873435e-04,-9.8627082672e-01,-4.2903678492e-08
1.8000000000e-01,6.4683678448e-04,-6.3797842379e-04,-9.8630510678e-01,-4.2796544850e-08
1.9000000000e-01,6.4657142002e-04,-6.3773880264e-04,-9.8633930126e-01,-4.2689693655e-08
2.0000000000e-01,6.4630682660e-04,-6.3749986869e-04,-9.8637341035e-01,-4.2583140444e-08
2.1000000000e-01,6.4604300171e-04,-6.3726161975e-04,-9.8640743427e-01,-4.2476764529e-08
2.2000000000e-01,6.4577994285e-04,-6.3702405364e-04,-9.8644137325e-01,-4.2370714028e-08
2.3000000000e-01,6.4551764753e-04,-6.3678716819e-04,-9.8647522748e-01,-4.2264920987e-08
2.4000000000e-01,6.4525611327e-04,-6.3655096122e-04,-9.8650899718e-01,-4.2159371522e-08
2.5000000000e-01,6.4499533759e-04,-6.3631543058e-04,-9.8654268256e-01,-4.2054153909e-08
2.6000000000e-01,6.4473531803e-04,-6.3608057412e-04,-9.8657628384e-01,-4.1949152679e-08
2.7000000000e-01,6.4447605213e-04,-6.3584638968e-04,-9.8660980121e-01,-4.1844362496e-08
2.8000000000e-01,6.4421753747e-04,-6.3561287515e-04,-9.8664323490e-01,-4.1739893174e-08
2.9000000000e-01,6.4395977158e-04,-6.3538002838e-04,-9.8667658511e-01,-4.1635705515e-08
3.0000000000e-01,6.4370275207e-04,-6.3514784725e-04,-9.8670985205e-01,-4.1531750219e-08
3.1000000000e-01,6.4344647649e-04,-6.3491632966e-04,-9.8674303592e-01,-4.1428014311e-08
3.2000000000e-01,6.4319094246e-04,-6.3468547351e-04,-9.8677613694e-01,-4.1324571501e-08
3.3000000000e-01,6.4293614756e-04,-6.3445527668e-04,-9.8680915530e-01,-4.1221407246e-08
3.4000000000e-01,6.4268208941e-04,-6.3422573711e-04,-9.8684209123e-01,-4.1118467138e-08
3.5000000000e-01,6.4242876563e-04,-6.3399685269e-04,-9.8687494491e-01,-4.1015793824e-08
3.6000000000e-01,6.4217617384e-04,-6.3376862136e-04,-9.8690771657e-01,-4.0913398065e-08
3.7000000000e-01,6.4192431169e-04,-6.3354104106e-04,-9.8694040640e-01,-4.0811262425e-08
3.8000000000e-01,6.4167317682e-04,-6.3331410972e-04,-9.8697301461e-01,-4.0709345617e-08
3.9000000000e-01,6.4142276689e-04,-6.3308782529e-04,-9.8700554140e-01,-4.0607718022e-08
4.0000000000e-01,6.4117307955e-04,-6.3286218574e-04,-9.8703798697e-01,-4.0506301251e-08
4.1000000000e-01,6.4092411248e-04,-6.3263718901e-04,-9.8707035153e-01,-4.0405136618e-08
4.2000000000e-01,6.4067586337e-04,-6.3241283309e-04,-9.8710263528e-01,-4.0304300612e-08
4.3000000000e-01,6.4042832990e-04,-6.3218911595e-04,-9.8713483842e-01,-4.0203642797e-08
4.4000000000e-01,6.4018150977e-04,-6.3196603558e-04,-9.8716696115e-01,-4.0103232887e-08
4.5000000000e-01,6.3993540068e-04,-6.3174358997e-04,-9.8719900368e-01,-4.0003143395e-08
4.6000000000e-01,6.3969000036e-04,-6.3152177713e-04,-9.8723096620e-01,-3.9903274948e-08
4.7000000000e-01,6.3944530653e-04,-6.3130059505e-04,-9.8726284892e-01,-3.9803626430e-08
4.8000000000e-01,6.3920131692e-04,-6.3108004176e-04,-9.8729465202e-01,-3.9704210510e-08
4.9000000000e-01,6.3895802927e-04,-6.3086011528e-04,-9.8732637572e-01,-3.9605057268e-08
5.0000000000e-01,6.3871544133e-04,-6.3064081363e-04,-9.8735802021e-01,-3.9506218220e-08
5.1000000000e-01,6.3847355086e-04,-6.3042213486e-04,-9.8738958569e-01,-3.9407546254e-08
5.2000000000e-01,6.3823235563e-04,-6.3020407700e-04,-9.8742107235e-01,-3.9309145744e-08
5.3000000000e-01,6.3799185340e-04,-6.2998663811e-04,-9.8745248039e-01,-3.9211019903e-08
5.4000000000e-01,6.3775204197e-04,-6.2976981625e-04,-9.8748381001e-01,-3.9113118543e-08
5.5000000000e-01,6.3751291913e-04,-6.2955360948e-04,-9.8751506140e-01,-3.9015475649e-08
5.6000000000e-01,6.3727448266e-04,-6.2933801587e-04,-9.8754623477e-01,-3.8918035038e-08
5.7000000000e-01,6.3703673039e-04,-6.2912303350e-04,-9.8757733030e-01,-3.8820831341e-08
5.8000000000e-01,6.3679966012e-04,-6.2890866046e-04,-9.8760834818e-01,-3.8723906540e-08
5.9000000000e-01,6.3656326969e-04,-6.2869489483e-04,-9.8763928862e-01,-3.8627266510e-08
6.0000000000e-01,6.3632755691e-04,-6.2848173473e-04,-9.8767015180e-01,-3.8530797900e-08
6.1000000000e-01,6.3609251964e-04,-6.2826917825e-04,-9.8770093792e-01,-3.8434581635e-08
6.2000000000e-01,6.3585815571e-04,-6.2805722351e-04,-9.8773164718e-01,-3.8338586757e-08
6.3000000000e-01,6.3562446299e-04,-6.2784586863e-04,-9.8776227975e-01,-3.8242894081e-08
6.4000000000e-01,6.3539143934e-04,-6.2763511173e-04,-9.8779283584e-01,-3.8147436106e-08
6.5000000000e-01,6.3515908263e-04,-6.2742495096e-04,-9.8782331564e-01,-3.8052131224e-08
6.6000000000e-01,6.3492739073e-04,-6.2721538444e-04,-9.8785371933e-01,-3.7957110122e-08
6.7000000000e-01,6.3469636155e-04,-6.2700641033e-04,-9.8788404710e-01,-3.7862365798e-08
6.8000000000e-01,6.3446599296e-04,-6.2679802677e-04,-9.8791429916e-01,-3.7767843401e-08
6.9000000000e-01,6.3423628288e-04,-6.2659023194e-04,-9.8794447567e-01,-3.7673534063e-08
7.0000000000e-01,6.3400722921e-04,-6.2638302399e-04,-9.8797457684e-01,-3.7579433447e-08
7.1000000000e-01,6.3377882987e-04,-6.2617640110e-04,-9.8800460285e-01,-3.7485634923e-08
7.2000000000e-01,6.3355108279e-04,-6.2597036145e-04,-9.8803455389e-01,-3.7392065430e-08
7.3000000000e-01,6.3332398590e-04,-6.2576490323e-04,-9.8806443014e-01,-3.7298623731e-08
7.4000000000e-01,6.3309753715e-04,-6.2556002462e-04,-9.8809423180e-01,-3.7205537304e-08
7.5000000000e-01,6.3287173447e-04,-6.2535572383e-04,-9.8812395905e-01,-3.7112656816e-08
7.6000000000e-01,6.3264657583e-04,-6.2515199906e-04,-9.8815361207e-01,-3.7019947975e-08
7.7000000000e-01,6.3242205918e-04,-6.2494884853e-04,-9.8818319105e-01,-3.6927538562e-08
7.8000000000e-01,6.3219818251e-04,-6.2474627046e-04,-9.8821269617e-01,-3.6835367513e-08
7.9000000000e-01,6.3197494379e-04,-6.2454426306e-04,-9.8824212763e-01,-3.6743365212e-08
8.0000000000e-01,6.3175234100e-04,-6.2434282457e-04,-9.8827148560e-01,-3.6651590735e-08
8.1000000000e-01,6.3153037213e-04,-6.2414195322e-04,-9.8830077026e-01,-3.6560102584e-08
8.2000000000e-01,6.3130903520e-04,-6.2394164727e-04,-9.8832998180e-01,-3.6468827819e-08
8.3000000000e-01,6.3108832820e-04,-6.2374190496e-04,-9.8835912041e-01,-3.6377787414e-08
8.4000000000e-01,6.3086824914e-04,-6.2354272454e-04,-9.8838818626e-01,-3.6286923653e-08
8.5000000000e-01,6.3064879606e-04,-6.2334410428e-04,-9.8841717954e-01,-3.6196323792e-08
8.6000000000e-01,6.3042996698e-04,-6.2314604245e-04,-9.8844610043e-01,-3.6105957960e-08
8.7000000000e-01,6.3021175994e-04,-6.2294853733e-04,-9.8847494910e-01,-3.6015771990e-08
8.8000000000e-01,6.2999417297e-04,-6.2275158718e-04,-9.8850372574e-01,-3.5925866018e-08
8.9000000000e-01,6.2977720414e-04,-6.2255519030e-04,-9.8853243053e-01,-3.5836190307e-08
9.0000000000e-01,6.2956085150e-04,-6.2235934499e-04,-9.8856106365e-01,-3.5746678791e-08
9.1000000000e-01,6.2934511311e-04,-6.2216404953e-04,-9.8858962527e-01,-3.5657432403e-08
9.2000000000e-01,6.2912998704e-04,-6.2196930224e-04,-9.8861811558e-01,-3.5568410502e-08
9.3000000000e-01,6.2891547138e-04,-6.2177510143e-04,-9.8864653475e-01,-3.5479567125e-08
9.4000000000e-01,6.2870156421e-04,-6.2158144541e-04,-9.8867488297e-01,-3.5391032271e-08
9.5000000000e-01,6.2848826362e-04,-6.2138833251e-04,-9.8870316040e-01,-3.5302627766e-08
9.6000000000e-01,6.2827556771e-04,-6.2119576105e-04,-9.8873136722e-01,-3.5214445859e-08
9.7000000000e-01,6.2806347459e-04,-6.2100372937e-04,-9.8875950362e-01,-3.5126588471e-08
9.8000000000e-01,6.2785198237e-04,-6.2081223582e-04,-9.8878756976e-01,-3.5038857309e-08
9.9000000000e-01,6.2764108917e-04,-6.2062127872e-04,-9.8881556583e-01,-3.4951335874e-08
1.0000000000e+00,6.2743079312e-04,-6.2043085645e-04,-9.8884349199e-01,-3.4864125968e-08
1.0100000000e+00,6.2722109235e-04,-6.2024096735e-04,-9.8887134843e-01,-3.4777084927e-08
1.0200000000e+00,6.2701198500e-04,-6.2005160979e-04,-9.8889913531e-01,-3.4690183545e-08
1.0300000000e+00,6.2680346922e-04,-6.1986278214e-04,-9.8892685281e-01,-3.4603597585e-08
1.0400000000e+00,6.2659554316e-04,-6.1967448278e-04,-9.8895450110e-01,-3.4517224898e-08
1.0500000000e+00,6.2638820498e-04,-6.1948671008e-04,-9.8898208036e-01,-3.4430996651e-08
1.0600000000e+00,6.2618145286e-04,-6.1929946243e-04,-9.8900959076e-01,-3.4345015533e-08
1.0700000000e+00,6.2597528495e-04,-6.1911273822e-04,-9.8903703246e-01,-3.4259291994e-08
1.0800000000e+00,6.2576969945e-04,-6.1892653586e-04,-9.8906440565e-01,-3.4173748199e-08
1.0900000000e+00,6.2556469453e-04,-6.1874085374e-04,-9.8909171049e-01,-3.4088397362e-08
1.1000000000e+00,6.2536026840e-04,-6.1855569027e-04,-9.8911894716e-01,-3.4003303978e-08
1.1100000000e+00,6.2515641924e-04,-6.1837104387e-04,-9.8914611581e-01,-3.3918409220e-08
1.1200000000e+00,6.2495314528e-04,-6.1818691296e-04,-9.8917321663e-01,-3.3833710195e-08
1.1300000000e+00,6.2475044471e-04,-6.1800329596e-04,-9.8920024979e-01,-3.3749221223e-08
1.1400000000e+00,6.2454831576e-04,-6.1782019131e-04,-9.8922721544e-01,-3.3664974829e-08
1.1500000000e+00,6.2434675665e-04,-6.1763759744e-04,-9.8925411377e-01,-3.3580937274e-08
1.1600000000e+00,6.2414576562e-04,-6.1745551279e-04,-9.8928094493e-01,-3.3497056594e-08
1.1700000000e+00,6.2394534090e-04,-6.1727393580e-04,-9.8930770910e-01,-3.3413396515e-08
1.1800000000e+00,6.2374548073e-04,-6.1709286495e-04,-9.8933440644e-01,-3.3329965468e-08
1.1900000000e+00,6.2354618337e-04,-6.1691229867e-04,-9.8936103712e-01,-3.3246761025e-08
1.2000000000e+00,6.2334744707e-04,-6.1673223544e-04,-9.8938760131e-01,-3.3163774851e-08
1.2100000000e+00,6.2314927009e-04,-6.1655267372e-04,-9.8941409917e-01,-3.3080950992e-08
